split,index,rgb_path,depth_path,label_path
train,1149,images\train_01149.png,depths_png16mm\train_01149.png,labels_png\train_01149.png
train,964,images\train_00964.png,depths_png16mm\train_00964.png,labels_png\train_00964.png
train,315,images\train_00315.png,depths_png16mm\train_00315.png,labels_png\train_00315.png
train,1445,images\train_01445.png,depths_png16mm\train_01445.png,labels_png\train_01445.png
train,246,images\train_00246.png,depths_png16mm\train_00246.png,labels_png\train_00246.png
train,853,images\train_00853.png,depths_png16mm\train_00853.png,labels_png\train_00853.png
train,127,images\train_00127.png,depths_png16mm\train_00127.png,labels_png\train_00127.png
train,1179,images\train_01179.png,depths_png16mm\train_01179.png,labels_png\train_01179.png
train,410,images\train_00410.png,depths_png16mm\train_00410.png,labels_png\train_00410.png
train,1437,images\train_01437.png,depths_png16mm\train_01437.png,labels_png\train_01437.png
train,872,images\train_00872.png,depths_png16mm\train_00872.png,labels_png\train_00872.png
train,1205,images\train_01205.png,depths_png16mm\train_01205.png,labels_png\train_01205.png
train,1330,images\train_01330.png,depths_png16mm\train_01330.png,labels_png\train_01330.png
train,1021,images\train_01021.png,depths_png16mm\train_01021.png,labels_png\train_01021.png
train,616,images\train_00616.png,depths_png16mm\train_00616.png,labels_png\train_00616.png
train,643,images\train_00643.png,depths_png16mm\train_00643.png,labels_png\train_00643.png
train,39,images\train_00039.png,depths_png16mm\train_00039.png,labels_png\train_00039.png
train,455,images\train_00455.png,depths_png16mm\train_00455.png,labels_png\train_00455.png
train,449,images\train_00449.png,depths_png16mm\train_00449.png,labels_png\train_00449.png
train,540,images\train_00540.png,depths_png16mm\train_00540.png,labels_png\train_00540.png
train,499,images\train_00499.png,depths_png16mm\train_00499.png,labels_png\train_00499.png
train,421,images\train_00421.png,depths_png16mm\train_00421.png,labels_png\train_00421.png
train,700,images\train_00700.png,depths_png16mm\train_00700.png,labels_png\train_00700.png
train,989,images\train_00989.png,depths_png16mm\train_00989.png,labels_png\train_00989.png
train,1119,images\train_01119.png,depths_png16mm\train_01119.png,labels_png\train_01119.png
train,485,images\train_00485.png,depths_png16mm\train_00485.png,labels_png\train_00485.png
train,11,images\train_00011.png,depths_png16mm\train_00011.png,labels_png\train_00011.png
train,1273,images\train_01273.png,depths_png16mm\train_01273.png,labels_png\train_01273.png
train,210,images\train_00210.png,depths_png16mm\train_00210.png,labels_png\train_00210.png
train,327,images\train_00327.png,depths_png16mm\train_00327.png,labels_png\train_00327.png
train,803,images\train_00803.png,depths_png16mm\train_00803.png,labels_png\train_00803.png
train,793,images\train_00793.png,depths_png16mm\train_00793.png,labels_png\train_00793.png
train,844,images\train_00844.png,depths_png16mm\train_00844.png,labels_png\train_00844.png
train,995,images\train_00995.png,depths_png16mm\train_00995.png,labels_png\train_00995.png
train,1010,images\train_01010.png,depths_png16mm\train_01010.png,labels_png\train_01010.png
train,859,images\train_00859.png,depths_png16mm\train_00859.png,labels_png\train_00859.png
train,699,images\train_00699.png,depths_png16mm\train_00699.png,labels_png\train_00699.png
train,419,images\train_00419.png,depths_png16mm\train_00419.png,labels_png\train_00419.png
train,749,images\train_00749.png,depths_png16mm\train_00749.png,labels_png\train_00749.png
train,1424,images\train_01424.png,depths_png16mm\train_01424.png,labels_png\train_01424.png
train,1374,images\train_01374.png,depths_png16mm\train_01374.png,labels_png\train_01374.png
train,866,images\train_00866.png,depths_png16mm\train_00866.png,labels_png\train_00866.png
train,596,images\train_00596.png,depths_png16mm\train_00596.png,labels_png\train_00596.png
train,516,images\train_00516.png,depths_png16mm\train_00516.png,labels_png\train_00516.png
train,89,images\train_00089.png,depths_png16mm\train_00089.png,labels_png\train_00089.png
train,1398,images\train_01398.png,depths_png16mm\train_01398.png,labels_png\train_01398.png
train,592,images\train_00592.png,depths_png16mm\train_00592.png,labels_png\train_00592.png
train,365,images\train_00365.png,depths_png16mm\train_00365.png,labels_png\train_00365.png
train,1063,images\train_01063.png,depths_png16mm\train_01063.png,labels_png\train_01063.png
train,1328,images\train_01328.png,depths_png16mm\train_01328.png,labels_png\train_01328.png
train,1040,images\train_01040.png,depths_png16mm\train_01040.png,labels_png\train_01040.png
train,1431,images\train_01431.png,depths_png16mm\train_01431.png,labels_png\train_01431.png
train,230,images\train_00230.png,depths_png16mm\train_00230.png,labels_png\train_00230.png
train,1299,images\train_01299.png,depths_png16mm\train_01299.png,labels_png\train_01299.png
train,1002,images\train_01002.png,depths_png16mm\train_01002.png,labels_png\train_01002.png
train,1043,images\train_01043.png,depths_png16mm\train_01043.png,labels_png\train_01043.png
train,1083,images\train_01083.png,depths_png16mm\train_01083.png,labels_png\train_01083.png
train,825,images\train_00825.png,depths_png16mm\train_00825.png,labels_png\train_00825.png
train,1343,images\train_01343.png,depths_png16mm\train_01343.png,labels_png\train_01343.png
train,968,images\train_00968.png,depths_png16mm\train_00968.png,labels_png\train_00968.png
train,1336,images\train_01336.png,depths_png16mm\train_01336.png,labels_png\train_01336.png
train,701,images\train_00701.png,depths_png16mm\train_00701.png,labels_png\train_00701.png
train,1370,images\train_01370.png,depths_png16mm\train_01370.png,labels_png\train_01370.png
train,740,images\train_00740.png,depths_png16mm\train_00740.png,labels_png\train_00740.png
train,64,images\train_00064.png,depths_png16mm\train_00064.png,labels_png\train_00064.png
train,147,images\train_00147.png,depths_png16mm\train_00147.png,labels_png\train_00147.png
train,308,images\train_00308.png,depths_png16mm\train_00308.png,labels_png\train_00308.png
train,479,images\train_00479.png,depths_png16mm\train_00479.png,labels_png\train_00479.png
train,957,images\train_00957.png,depths_png16mm\train_00957.png,labels_png\train_00957.png
train,163,images\train_00163.png,depths_png16mm\train_00163.png,labels_png\train_00163.png
train,1235,images\train_01235.png,depths_png16mm\train_01235.png,labels_png\train_01235.png
train,1244,images\train_01244.png,depths_png16mm\train_01244.png,labels_png\train_01244.png
train,1215,images\train_01215.png,depths_png16mm\train_01215.png,labels_png\train_01215.png
train,1289,images\train_01289.png,depths_png16mm\train_01289.png,labels_png\train_01289.png
train,1412,images\train_01412.png,depths_png16mm\train_01412.png,labels_png\train_01412.png
train,1106,images\train_01106.png,depths_png16mm\train_01106.png,labels_png\train_01106.png
train,1382,images\train_01382.png,depths_png16mm\train_01382.png,labels_png\train_01382.png
train,677,images\train_00677.png,depths_png16mm\train_00677.png,labels_png\train_00677.png
train,746,images\train_00746.png,depths_png16mm\train_00746.png,labels_png\train_00746.png
train,1375,images\train_01375.png,depths_png16mm\train_01375.png,labels_png\train_01375.png
train,642,images\train_00642.png,depths_png16mm\train_00642.png,labels_png\train_00642.png
train,584,images\train_00584.png,depths_png16mm\train_00584.png,labels_png\train_00584.png
train,489,images\train_00489.png,depths_png16mm\train_00489.png,labels_png\train_00489.png
train,710,images\train_00710.png,depths_png16mm\train_00710.png,labels_png\train_00710.png
train,1353,images\train_01353.png,depths_png16mm\train_01353.png,labels_png\train_01353.png
train,1393,images\train_01393.png,depths_png16mm\train_01393.png,labels_png\train_01393.png
train,613,images\train_00613.png,depths_png16mm\train_00613.png,labels_png\train_00613.png
train,799,images\train_00799.png,depths_png16mm\train_00799.png,labels_png\train_00799.png
train,1297,images\train_01297.png,depths_png16mm\train_01297.png,labels_png\train_01297.png
train,286,images\train_00286.png,depths_png16mm\train_00286.png,labels_png\train_00286.png
train,586,images\train_00586.png,depths_png16mm\train_00586.png,labels_png\train_00586.png
train,155,images\train_00155.png,depths_png16mm\train_00155.png,labels_png\train_00155.png
train,568,images\train_00568.png,depths_png16mm\train_00568.png,labels_png\train_00568.png
train,633,images\train_00633.png,depths_png16mm\train_00633.png,labels_png\train_00633.png
train,1219,images\train_01219.png,depths_png16mm\train_01219.png,labels_png\train_01219.png
train,234,images\train_00234.png,depths_png16mm\train_00234.png,labels_png\train_00234.png
train,1130,images\train_01130.png,depths_png16mm\train_01130.png,labels_png\train_01130.png
train,61,images\train_00061.png,depths_png16mm\train_00061.png,labels_png\train_00061.png
train,266,images\train_00266.png,depths_png16mm\train_00266.png,labels_png\train_00266.png
train,1209,images\train_01209.png,depths_png16mm\train_01209.png,labels_png\train_01209.png
train,796,images\train_00796.png,depths_png16mm\train_00796.png,labels_png\train_00796.png
train,922,images\train_00922.png,depths_png16mm\train_00922.png,labels_png\train_00922.png
train,754,images\train_00754.png,depths_png16mm\train_00754.png,labels_png\train_00754.png
train,794,images\train_00794.png,depths_png16mm\train_00794.png,labels_png\train_00794.png
train,295,images\train_00295.png,depths_png16mm\train_00295.png,labels_png\train_00295.png
train,482,images\train_00482.png,depths_png16mm\train_00482.png,labels_png\train_00482.png
train,473,images\train_00473.png,depths_png16mm\train_00473.png,labels_png\train_00473.png
train,976,images\train_00976.png,depths_png16mm\train_00976.png,labels_png\train_00976.png
train,857,images\train_00857.png,depths_png16mm\train_00857.png,labels_png\train_00857.png
train,160,images\train_00160.png,depths_png16mm\train_00160.png,labels_png\train_00160.png
train,631,images\train_00631.png,depths_png16mm\train_00631.png,labels_png\train_00631.png
train,531,images\train_00531.png,depths_png16mm\train_00531.png,labels_png\train_00531.png
train,17,images\train_00017.png,depths_png16mm\train_00017.png,labels_png\train_00017.png
train,1386,images\train_01386.png,depths_png16mm\train_01386.png,labels_png\train_01386.png
train,1288,images\train_01288.png,depths_png16mm\train_01288.png,labels_png\train_01288.png
train,805,images\train_00805.png,depths_png16mm\train_00805.png,labels_png\train_00805.png
train,548,images\train_00548.png,depths_png16mm\train_00548.png,labels_png\train_00548.png
train,1157,images\train_01157.png,depths_png16mm\train_01157.png,labels_png\train_01157.png
train,639,images\train_00639.png,depths_png16mm\train_00639.png,labels_png\train_00639.png
train,501,images\train_00501.png,depths_png16mm\train_00501.png,labels_png\train_00501.png
train,397,images\train_00397.png,depths_png16mm\train_00397.png,labels_png\train_00397.png
train,14,images\train_00014.png,depths_png16mm\train_00014.png,labels_png\train_00014.png
train,1251,images\train_01251.png,depths_png16mm\train_01251.png,labels_png\train_01251.png
train,1303,images\train_01303.png,depths_png16mm\train_01303.png,labels_png\train_01303.png
train,1325,images\train_01325.png,depths_png16mm\train_01325.png,labels_png\train_01325.png
train,387,images\train_00387.png,depths_png16mm\train_00387.png,labels_png\train_00387.png
train,227,images\train_00227.png,depths_png16mm\train_00227.png,labels_png\train_00227.png
train,970,images\train_00970.png,depths_png16mm\train_00970.png,labels_png\train_00970.png
train,1257,images\train_01257.png,depths_png16mm\train_01257.png,labels_png\train_01257.png
train,150,images\train_00150.png,depths_png16mm\train_00150.png,labels_png\train_00150.png
train,1394,images\train_01394.png,depths_png16mm\train_01394.png,labels_png\train_01394.png
train,183,images\train_00183.png,depths_png16mm\train_00183.png,labels_png\train_00183.png
train,1133,images\train_01133.png,depths_png16mm\train_01133.png,labels_png\train_01133.png
train,1363,images\train_01363.png,depths_png16mm\train_01363.png,labels_png\train_01363.png
train,775,images\train_00775.png,depths_png16mm\train_00775.png,labels_png\train_00775.png
train,1222,images\train_01222.png,depths_png16mm\train_01222.png,labels_png\train_01222.png
train,591,images\train_00591.png,depths_png16mm\train_00591.png,labels_png\train_00591.png
train,1429,images\train_01429.png,depths_png16mm\train_01429.png,labels_png\train_01429.png
train,461,images\train_00461.png,depths_png16mm\train_00461.png,labels_png\train_00461.png
train,934,images\train_00934.png,depths_png16mm\train_00934.png,labels_png\train_00934.png
train,1373,images\train_01373.png,depths_png16mm\train_01373.png,labels_png\train_01373.png
train,1309,images\train_01309.png,depths_png16mm\train_01309.png,labels_png\train_01309.png
train,1061,images\train_01061.png,depths_png16mm\train_01061.png,labels_png\train_01061.png
train,182,images\train_00182.png,depths_png16mm\train_00182.png,labels_png\train_00182.png
train,109,images\train_00109.png,depths_png16mm\train_00109.png,labels_png\train_00109.png
train,955,images\train_00955.png,depths_png16mm\train_00955.png,labels_png\train_00955.png
train,216,images\train_00216.png,depths_png16mm\train_00216.png,labels_png\train_00216.png
train,946,images\train_00946.png,depths_png16mm\train_00946.png,labels_png\train_00946.png
train,343,images\train_00343.png,depths_png16mm\train_00343.png,labels_png\train_00343.png
train,1294,images\train_01294.png,depths_png16mm\train_01294.png,labels_png\train_01294.png
train,1093,images\train_01093.png,depths_png16mm\train_01093.png,labels_png\train_01093.png
train,679,images\train_00679.png,depths_png16mm\train_00679.png,labels_png\train_00679.png
train,180,images\train_00180.png,depths_png16mm\train_00180.png,labels_png\train_00180.png
train,1238,images\train_01238.png,depths_png16mm\train_01238.png,labels_png\train_01238.png
train,1203,images\train_01203.png,depths_png16mm\train_01203.png,labels_png\train_01203.png
train,676,images\train_00676.png,depths_png16mm\train_00676.png,labels_png\train_00676.png
train,1171,images\train_01171.png,depths_png16mm\train_01171.png,labels_png\train_01171.png
train,658,images\train_00658.png,depths_png16mm\train_00658.png,labels_png\train_00658.png
train,539,images\train_00539.png,depths_png16mm\train_00539.png,labels_png\train_00539.png
train,92,images\train_00092.png,depths_png16mm\train_00092.png,labels_png\train_00092.png
train,1156,images\train_01156.png,depths_png16mm\train_01156.png,labels_png\train_01156.png
train,759,images\train_00759.png,depths_png16mm\train_00759.png,labels_png\train_00759.png
train,535,images\train_00535.png,depths_png16mm\train_00535.png,labels_png\train_00535.png
train,167,images\train_00167.png,depths_png16mm\train_00167.png,labels_png\train_00167.png
train,1181,images\train_01181.png,depths_png16mm\train_01181.png,labels_png\train_01181.png
train,1231,images\train_01231.png,depths_png16mm\train_01231.png,labels_png\train_01231.png
train,802,images\train_00802.png,depths_png16mm\train_00802.png,labels_png\train_00802.png
train,69,images\train_00069.png,depths_png16mm\train_00069.png,labels_png\train_00069.png
train,324,images\train_00324.png,depths_png16mm\train_00324.png,labels_png\train_00324.png
train,1322,images\train_01322.png,depths_png16mm\train_01322.png,labels_png\train_01322.png
train,542,images\train_00542.png,depths_png16mm\train_00542.png,labels_png\train_00542.png
train,1055,images\train_01055.png,depths_png16mm\train_01055.png,labels_png\train_01055.png
train,431,images\train_00431.png,depths_png16mm\train_00431.png,labels_png\train_00431.png
train,1114,images\train_01114.png,depths_png16mm\train_01114.png,labels_png\train_01114.png
train,157,images\train_00157.png,depths_png16mm\train_00157.png,labels_png\train_00157.png
train,688,images\train_00688.png,depths_png16mm\train_00688.png,labels_png\train_00688.png
train,1224,images\train_01224.png,depths_png16mm\train_01224.png,labels_png\train_01224.png
train,1060,images\train_01060.png,depths_png16mm\train_01060.png,labels_png\train_01060.png
train,331,images\train_00331.png,depths_png16mm\train_00331.png,labels_png\train_00331.png
train,1212,images\train_01212.png,depths_png16mm\train_01212.png,labels_png\train_01212.png
train,1173,images\train_01173.png,depths_png16mm\train_01173.png,labels_png\train_01173.png
train,518,images\train_00518.png,depths_png16mm\train_00518.png,labels_png\train_00518.png
train,575,images\train_00575.png,depths_png16mm\train_00575.png,labels_png\train_00575.png
train,724,images\train_00724.png,depths_png16mm\train_00724.png,labels_png\train_00724.png
train,1091,images\train_01091.png,depths_png16mm\train_01091.png,labels_png\train_01091.png
train,529,images\train_00529.png,depths_png16mm\train_00529.png,labels_png\train_00529.png
train,126,images\train_00126.png,depths_png16mm\train_00126.png,labels_png\train_00126.png
train,122,images\train_00122.png,depths_png16mm\train_00122.png,labels_png\train_00122.png
train,573,images\train_00573.png,depths_png16mm\train_00573.png,labels_png\train_00573.png
train,417,images\train_00417.png,depths_png16mm\train_00417.png,labels_png\train_00417.png
train,856,images\train_00856.png,depths_png16mm\train_00856.png,labels_png\train_00856.png
train,1117,images\train_01117.png,depths_png16mm\train_01117.png,labels_png\train_01117.png
train,319,images\train_00319.png,depths_png16mm\train_00319.png,labels_png\train_00319.png
train,1174,images\train_01174.png,depths_png16mm\train_01174.png,labels_png\train_01174.png
train,151,images\train_00151.png,depths_png16mm\train_00151.png,labels_png\train_00151.png
train,544,images\train_00544.png,depths_png16mm\train_00544.png,labels_png\train_00544.png
train,300,images\train_00300.png,depths_png16mm\train_00300.png,labels_png\train_00300.png
train,1020,images\train_01020.png,depths_png16mm\train_01020.png,labels_png\train_01020.png
train,344,images\train_00344.png,depths_png16mm\train_00344.png,labels_png\train_00344.png
train,1064,images\train_01064.png,depths_png16mm\train_01064.png,labels_png\train_01064.png
train,0,images\train_00000.png,depths_png16mm\train_00000.png,labels_png\train_00000.png
train,1256,images\train_01256.png,depths_png16mm\train_01256.png,labels_png\train_01256.png
train,1417,images\train_01417.png,depths_png16mm\train_01417.png,labels_png\train_01417.png
train,8,images\train_00008.png,depths_png16mm\train_00008.png,labels_png\train_00008.png
train,393,images\train_00393.png,depths_png16mm\train_00393.png,labels_png\train_00393.png
train,612,images\train_00612.png,depths_png16mm\train_00612.png,labels_png\train_00612.png
train,1034,images\train_01034.png,depths_png16mm\train_01034.png,labels_png\train_01034.png
train,1349,images\train_01349.png,depths_png16mm\train_01349.png,labels_png\train_01349.png
train,886,images\train_00886.png,depths_png16mm\train_00886.png,labels_png\train_00886.png
train,952,images\train_00952.png,depths_png16mm\train_00952.png,labels_png\train_00952.png
train,1408,images\train_01408.png,depths_png16mm\train_01408.png,labels_png\train_01408.png
train,981,images\train_00981.png,depths_png16mm\train_00981.png,labels_png\train_00981.png
train,1366,images\train_01366.png,depths_png16mm\train_01366.png,labels_png\train_01366.png
train,662,images\train_00662.png,depths_png16mm\train_00662.png,labels_png\train_00662.png
train,1076,images\train_01076.png,depths_png16mm\train_01076.png,labels_png\train_01076.png
train,567,images\train_00567.png,depths_png16mm\train_00567.png,labels_png\train_00567.png
train,117,images\train_00117.png,depths_png16mm\train_00117.png,labels_png\train_00117.png
train,999,images\train_00999.png,depths_png16mm\train_00999.png,labels_png\train_00999.png
train,265,images\train_00265.png,depths_png16mm\train_00265.png,labels_png\train_00265.png
train,924,images\train_00924.png,depths_png16mm\train_00924.png,labels_png\train_00924.png
train,1308,images\train_01308.png,depths_png16mm\train_01308.png,labels_png\train_01308.png
train,1348,images\train_01348.png,depths_png16mm\train_01348.png,labels_png\train_01348.png
train,848,images\train_00848.png,depths_png16mm\train_00848.png,labels_png\train_00848.png
train,279,images\train_00279.png,depths_png16mm\train_00279.png,labels_png\train_00279.png
train,490,images\train_00490.png,depths_png16mm\train_00490.png,labels_png\train_00490.png
train,910,images\train_00910.png,depths_png16mm\train_00910.png,labels_png\train_00910.png
train,463,images\train_00463.png,depths_png16mm\train_00463.png,labels_png\train_00463.png
train,269,images\train_00269.png,depths_png16mm\train_00269.png,labels_png\train_00269.png
train,1087,images\train_01087.png,depths_png16mm\train_01087.png,labels_png\train_01087.png
train,105,images\train_00105.png,depths_png16mm\train_00105.png,labels_png\train_00105.png
train,1313,images\train_01313.png,depths_png16mm\train_01313.png,labels_png\train_01313.png
train,1242,images\train_01242.png,depths_png16mm\train_01242.png,labels_png\train_01242.png
train,1105,images\train_01105.png,depths_png16mm\train_01105.png,labels_png\train_01105.png
train,87,images\train_00087.png,depths_png16mm\train_00087.png,labels_png\train_00087.png
train,114,images\train_00114.png,depths_png16mm\train_00114.png,labels_png\train_00114.png
train,491,images\train_00491.png,depths_png16mm\train_00491.png,labels_png\train_00491.png
train,360,images\train_00360.png,depths_png16mm\train_00360.png,labels_png\train_00360.png
train,1125,images\train_01125.png,depths_png16mm\train_01125.png,labels_png\train_01125.png
train,1428,images\train_01428.png,depths_png16mm\train_01428.png,labels_png\train_01428.png
train,212,images\train_00212.png,depths_png16mm\train_00212.png,labels_png\train_00212.png
train,1059,images\train_01059.png,depths_png16mm\train_01059.png,labels_png\train_01059.png
train,391,images\train_00391.png,depths_png16mm\train_00391.png,labels_png\train_00391.png
train,1023,images\train_01023.png,depths_png16mm\train_01023.png,labels_png\train_01023.png
train,1166,images\train_01166.png,depths_png16mm\train_01166.png,labels_png\train_01166.png
train,91,images\train_00091.png,depths_png16mm\train_00091.png,labels_png\train_00091.png
train,579,images\train_00579.png,depths_png16mm\train_00579.png,labels_png\train_00579.png
train,786,images\train_00786.png,depths_png16mm\train_00786.png,labels_png\train_00786.png
train,546,images\train_00546.png,depths_png16mm\train_00546.png,labels_png\train_00546.png
train,672,images\train_00672.png,depths_png16mm\train_00672.png,labels_png\train_00672.png
train,1102,images\train_01102.png,depths_png16mm\train_01102.png,labels_png\train_01102.png
train,202,images\train_00202.png,depths_png16mm\train_00202.png,labels_png\train_00202.png
train,30,images\train_00030.png,depths_png16mm\train_00030.png,labels_png\train_00030.png
train,1334,images\train_01334.png,depths_png16mm\train_01334.png,labels_png\train_01334.png
train,647,images\train_00647.png,depths_png16mm\train_00647.png,labels_png\train_00647.png
train,1430,images\train_01430.png,depths_png16mm\train_01430.png,labels_png\train_01430.png
train,357,images\train_00357.png,depths_png16mm\train_00357.png,labels_png\train_00357.png
train,824,images\train_00824.png,depths_png16mm\train_00824.png,labels_png\train_00824.png
train,1160,images\train_01160.png,depths_png16mm\train_01160.png,labels_png\train_01160.png
train,434,images\train_00434.png,depths_png16mm\train_00434.png,labels_png\train_00434.png
train,829,images\train_00829.png,depths_png16mm\train_00829.png,labels_png\train_00829.png
train,1241,images\train_01241.png,depths_png16mm\train_01241.png,labels_png\train_01241.png
train,1172,images\train_01172.png,depths_png16mm\train_01172.png,labels_png\train_01172.png
train,484,images\train_00484.png,depths_png16mm\train_00484.png,labels_png\train_00484.png
train,176,images\train_00176.png,depths_png16mm\train_00176.png,labels_png\train_00176.png
train,819,images\train_00819.png,depths_png16mm\train_00819.png,labels_png\train_00819.png
train,164,images\train_00164.png,depths_png16mm\train_00164.png,labels_png\train_00164.png
